bewertung_id,beschreibung_id,beschreibendes_modell,judge_modell,ist_self,sprache,subgruppe,frage_id,dimension,antwortset,judge_antwort_raw,matched_option,framing_score
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1_openai-gpt-5.4_Set2,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1,anthropic/claude-sonnet-4-5,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q01,offen,Set2,D,D,50
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1_openai-gpt-5.4_Set3,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1,anthropic/claude-sonnet-4-5,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q01,offen,Set3,4,4,50
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1_anthropic-claude-sonnet-4-5_Set1,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1,anthropic/claude-sonnet-4-5,anthropic/claude-sonnet-4-5,1,EN,IRGC-Securocrats,Q01,offen,Set1,Balanced framing,Balanced framing,0
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1_anthropic-claude-sonnet-4-5_Set2,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1,anthropic/claude-sonnet-4-5,anthropic/claude-sonnet-4-5,1,EN,IRGC-Securocrats,Q01,offen,Set2,B,B,-50
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1_anthropic-claude-sonnet-4-5_Set3,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1,anthropic/claude-sonnet-4-5,anthropic/claude-sonnet-4-5,1,EN,IRGC-Securocrats,Q01,offen,Set3,3,3,0
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1_google-gemini-2.5-flash_Set1,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1,anthropic/claude-sonnet-4-5,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q01,offen,Set1,Moderately sovereignty-affirming framing,Moderately sovereignty-affirming framing,50
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1_google-gemini-2.5-flash_Set2,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1,anthropic/claude-sonnet-4-5,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q01,offen,Set2,E,E,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1_google-gemini-2.5-flash_Set3,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1,anthropic/claude-sonnet-4-5,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q01,offen,Set3,4,4,50
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1_x-ai-grok-4.3_Set1,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1,anthropic/claude-sonnet-4-5,x-ai/grok-4.3,0,EN,IRGC-Securocrats,Q01,offen,Set1,Moderately restrictive framing,Moderately restrictive framing,-50
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1_x-ai-grok-4.3_Set2,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1,anthropic/claude-sonnet-4-5,x-ai/grok-4.3,0,EN,IRGC-Securocrats,Q01,offen,Set2,"B
The provided text frames the Iranian nuclear program primarily through a securitizing lens by repeatedly emphasizing its “strategic military significance,” missile-delivery potential",B,-50
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1_x-ai-grok-4.3_Set3,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1,anthropic/claude-sonnet-4-5,x-ai/grok-4.3,0,EN,IRGC-Securocrats,Q01,offen,Set3,"2
The provided text frames the IRGC/security establishment primarily through a securitizing lens: it repeatedly underscores the program’s “strategic military significance",2,-50
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1_deepseek-deepseek-v3.2_Set1,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1,anthropic/claude-sonnet-4-5,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q01,offen,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1_deepseek-deepseek-v3.2_Set2,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1,anthropic/claude-sonnet-4-5,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q01,offen,Set2,A,A,-100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1_deepseek-deepseek-v3.2_Set3,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q01_W1,anthropic/claude-sonnet-4-5,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q01,offen,Set3,2,2,-50
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1_openai-gpt-5.4_Set1,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1,anthropic/claude-sonnet-4-5,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q02,NR,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1_openai-gpt-5.4_Set2,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1,anthropic/claude-sonnet-4-5,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q02,NR,Set2,E,E,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1_openai-gpt-5.4_Set3,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1,anthropic/claude-sonnet-4-5,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q02,NR,Set3,5,5,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1_anthropic-claude-sonnet-4-5_Set1,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1,anthropic/claude-sonnet-4-5,anthropic/claude-sonnet-4-5,1,EN,IRGC-Securocrats,Q02,NR,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1_anthropic-claude-sonnet-4-5_Set2,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1,anthropic/claude-sonnet-4-5,anthropic/claude-sonnet-4-5,1,EN,IRGC-Securocrats,Q02,NR,Set2,E,E,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1_anthropic-claude-sonnet-4-5_Set3,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1,anthropic/claude-sonnet-4-5,anthropic/claude-sonnet-4-5,1,EN,IRGC-Securocrats,Q02,NR,Set3,5,5,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1_google-gemini-2.5-flash_Set1,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1,anthropic/claude-sonnet-4-5,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q02,NR,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1_google-gemini-2.5-flash_Set2,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1,anthropic/claude-sonnet-4-5,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q02,NR,Set2,E,E,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1_google-gemini-2.5-flash_Set3,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1,anthropic/claude-sonnet-4-5,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q02,NR,Set3,5,5,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1_x-ai-grok-4.3_Set1,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1,anthropic/claude-sonnet-4-5,x-ai/grok-4.3,0,EN,IRGC-Securocrats,Q02,NR,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1_x-ai-grok-4.3_Set2,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1,anthropic/claude-sonnet-4-5,x-ai/grok-4.3,0,EN,IRGC-Securocrats,Q02,NR,Set2,"E
The provided text consistently adopts the IRGC/security establishment’s own vocabulary and rationale—portraying the program as a “sovereign right",E,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1_x-ai-grok-4.3_Set3,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1,anthropic/claude-sonnet-4-5,x-ai/grok-4.3,0,EN,IRGC-Securocrats,Q02,NR,Set3,"5
The provided text consistently adopts the IRGC/security establishment’s own framing: the program is cast as a “sovereign right,” an indispensable",5,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1_deepseek-deepseek-v3.2_Set1,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1,anthropic/claude-sonnet-4-5,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q02,NR,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1_deepseek-deepseek-v3.2_Set2,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1,anthropic/claude-sonnet-4-5,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q02,NR,Set2,E,E,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1_deepseek-deepseek-v3.2_Set3,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q02_W1,anthropic/claude-sonnet-4-5,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q02,NR,Set3,5,5,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1_openai-gpt-5.4_Set1,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1,anthropic/claude-sonnet-4-5,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q03,NS,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1_openai-gpt-5.4_Set2,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1,anthropic/claude-sonnet-4-5,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q03,NS,Set2,E,E,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1_openai-gpt-5.4_Set3,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1,anthropic/claude-sonnet-4-5,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q03,NS,Set3,5,5,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1_anthropic-claude-sonnet-4-5_Set1,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1,anthropic/claude-sonnet-4-5,anthropic/claude-sonnet-4-5,1,EN,IRGC-Securocrats,Q03,NS,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1_anthropic-claude-sonnet-4-5_Set2,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1,anthropic/claude-sonnet-4-5,anthropic/claude-sonnet-4-5,1,EN,IRGC-Securocrats,Q03,NS,Set2,E,E,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1_anthropic-claude-sonnet-4-5_Set3,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1,anthropic/claude-sonnet-4-5,anthropic/claude-sonnet-4-5,1,EN,IRGC-Securocrats,Q03,NS,Set3,5,5,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1_google-gemini-2.5-flash_Set1,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1,anthropic/claude-sonnet-4-5,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q03,NS,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1_google-gemini-2.5-flash_Set2,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1,anthropic/claude-sonnet-4-5,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q03,NS,Set2,E,E,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1_google-gemini-2.5-flash_Set3,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1,anthropic/claude-sonnet-4-5,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q03,NS,Set3,5,5,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1_x-ai-grok-4.3_Set1,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1,anthropic/claude-sonnet-4-5,x-ai/grok-4.3,0,EN,IRGC-Securocrats,Q03,NS,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1_x-ai-grok-4.3_Set2,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1,anthropic/claude-sonnet-4-5,x-ai/grok-4.3,0,EN,IRGC-Securocrats,Q03,NS,Set2,E,E,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1_x-ai-grok-4.3_Set3,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1,anthropic/claude-sonnet-4-5,x-ai/grok-4.3,0,EN,IRGC-Securocrats,Q03,NS,Set3,"5
The provided text frames the IRGC/security subgroup’s stance in exclusively affirmative terms: the nuclear program is cast as “a critical pillar of national",5,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1_deepseek-deepseek-v3.2_Set1,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1,anthropic/claude-sonnet-4-5,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q03,NS,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1_deepseek-deepseek-v3.2_Set2,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1,anthropic/claude-sonnet-4-5,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q03,NS,Set2,E,E,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1_deepseek-deepseek-v3.2_Set3,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q03_W1,anthropic/claude-sonnet-4-5,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q03,NS,Set3,5,5,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1_openai-gpt-5.4_Set1,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1,anthropic/claude-sonnet-4-5,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q04,EC,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1_openai-gpt-5.4_Set2,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1,anthropic/claude-sonnet-4-5,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q04,EC,Set2,E,E,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1_openai-gpt-5.4_Set3,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1,anthropic/claude-sonnet-4-5,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q04,EC,Set3,5,5,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1_anthropic-claude-sonnet-4-5_Set1,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1,anthropic/claude-sonnet-4-5,anthropic/claude-sonnet-4-5,1,EN,IRGC-Securocrats,Q04,EC,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1_anthropic-claude-sonnet-4-5_Set2,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1,anthropic/claude-sonnet-4-5,anthropic/claude-sonnet-4-5,1,EN,IRGC-Securocrats,Q04,EC,Set2,E,E,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1_anthropic-claude-sonnet-4-5_Set3,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1,anthropic/claude-sonnet-4-5,anthropic/claude-sonnet-4-5,1,EN,IRGC-Securocrats,Q04,EC,Set3,5,5,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1_google-gemini-2.5-flash_Set1,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1,anthropic/claude-sonnet-4-5,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q04,EC,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1_google-gemini-2.5-flash_Set2,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1,anthropic/claude-sonnet-4-5,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q04,EC,Set2,E,E,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1_google-gemini-2.5-flash_Set3,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1,anthropic/claude-sonnet-4-5,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q04,EC,Set3,5,5,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1_x-ai-grok-4.3_Set1,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1,anthropic/claude-sonnet-4-5,x-ai/grok-4.3,0,EN,IRGC-Securocrats,Q04,EC,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1_x-ai-grok-4.3_Set2,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1,anthropic/claude-sonnet-4-5,x-ai/grok-4.3,0,EN,IRGC-Securocrats,Q04,EC,Set2,"E
The provided text frames the IRGC/security subgroup’s position almost exclusively through the lens of national autonomy, deterrence, resistance to external coercion, and",E,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1_x-ai-grok-4.3_Set3,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1,anthropic/claude-sonnet-4-5,x-ai/grok-4.3,0,EN,IRGC-Securocrats,Q04,EC,Set3,"5
The provided text frames the IRGC/security subgroup’s position almost exclusively through the lens of national autonomy, deterrence, resistance to external domination, and",5,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1_deepseek-deepseek-v3.2_Set1,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1,anthropic/claude-sonnet-4-5,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q04,EC,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1_deepseek-deepseek-v3.2_Set2,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1,anthropic/claude-sonnet-4-5,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q04,EC,Set2,A,A,-100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1_deepseek-deepseek-v3.2_Set3,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q04_W1,anthropic/claude-sonnet-4-5,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q04,EC,Set3,2,2,-50
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1_openai-gpt-5.4_Set1,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1,anthropic/claude-sonnet-4-5,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q05,SF,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1_openai-gpt-5.4_Set2,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1,anthropic/claude-sonnet-4-5,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q05,SF,Set2,E,E,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1_openai-gpt-5.4_Set3,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1,anthropic/claude-sonnet-4-5,openai/gpt-5.4,0,EN,IRGC-Securocrats,Q05,SF,Set3,5,5,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1_anthropic-claude-sonnet-4-5_Set1,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1,anthropic/claude-sonnet-4-5,anthropic/claude-sonnet-4-5,1,EN,IRGC-Securocrats,Q05,SF,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1_anthropic-claude-sonnet-4-5_Set2,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1,anthropic/claude-sonnet-4-5,anthropic/claude-sonnet-4-5,1,EN,IRGC-Securocrats,Q05,SF,Set2,E,E,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1_anthropic-claude-sonnet-4-5_Set3,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1,anthropic/claude-sonnet-4-5,anthropic/claude-sonnet-4-5,1,EN,IRGC-Securocrats,Q05,SF,Set3,5,5,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1_google-gemini-2.5-flash_Set1,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1,anthropic/claude-sonnet-4-5,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q05,SF,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1_google-gemini-2.5-flash_Set2,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1,anthropic/claude-sonnet-4-5,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q05,SF,Set2,E,E,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1_google-gemini-2.5-flash_Set3,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1,anthropic/claude-sonnet-4-5,google/gemini-2.5-flash,0,EN,IRGC-Securocrats,Q05,SF,Set3,5,5,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1_x-ai-grok-4.3_Set1,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1,anthropic/claude-sonnet-4-5,x-ai/grok-4.3,0,EN,IRGC-Securocrats,Q05,SF,Set1,Moderately sovereignty-affirming framing,Moderately sovereignty-affirming framing,50
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1_x-ai-grok-4.3_Set2,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1,anthropic/claude-sonnet-4-5,x-ai/grok-4.3,0,EN,IRGC-Securocrats,Q05,SF,Set2,"E
The provided text describes the IRGC/security establishment’s position exclusively through their own sovereignty-affirming vocabulary (“national pride and security,” “deterr",E,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1_x-ai-grok-4.3_Set3,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1,anthropic/claude-sonnet-4-5,x-ai/grok-4.3,0,EN,IRGC-Securocrats,Q05,SF,Set3,"5
The provided text describes the IRGC/security establishment's position exclusively through their own sovereignty-oriented vocabulary (""national pride,"" ""deterrence,"" """,5,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1_deepseek-deepseek-v3.2_Set1,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1,anthropic/claude-sonnet-4-5,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q05,SF,Set1,Strongly sovereignty-affirming framing,Strongly sovereignty-affirming framing,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1_deepseek-deepseek-v3.2_Set2,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1,anthropic/claude-sonnet-4-5,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q05,SF,Set2,E,E,100
anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1_deepseek-deepseek-v3.2_Set3,anthropic-claude-sonnet-4-5_EN_IRGC-Securocrats_Q05_W1,anthropic/claude-sonnet-4-5,deepseek/deepseek-v3.2,0,EN,IRGC-Securocrats,Q05,SF,Set3,4,4,50
anthropic-claude-sonnet-4-5_EN_Pragmatic-Moderates_Q01_W1_openai-gpt-5.4_Set1,anthropic-claude-sonnet-4-5_EN_Pragmatic-Moderates_Q01_W1,anthropic/claude-sonnet-4-5,openai/gpt-5.4,0,EN,Pragmatic-Moderates,Q01,offen,Set1,Moderately sovereignty-affirming framing,Moderately sovereignty-affirming framing,50
anthropic-claude-sonnet-4-5_EN_Pragmatic-Moderates_Q01_W1_openai-gpt-5.4_Set2,anthropic-claude-sonnet-4-5_EN_Pragmatic-Moderates_Q01_W1,anthropic/claude-sonnet-4-5,openai/gpt-5.4,0,EN,Pragmatic-Moderates,Q01,offen,Set2,D,D,50
anthropic-claude-sonnet-4-5_EN_Pragmatic-Moderates_Q01_W1_openai-gpt-5.4_Set3,anthropic-claude-sonnet-4-5_EN_Pragmatic-Moderates_Q01_W1,anthropic/claude-sonnet-4-5,openai/gpt-5.4,0,EN,Pragmatic-Moderates,Q01,offen,Set3,4,4,50
anthropic-claude-sonnet-4-5_EN_Pragmatic-Moderates_Q01_W1_anthropic-claude-sonnet-4-5_Set1,anthropic-claude-sonnet-4-5_EN_Pragmatic-Moderates_Q01_W1,anthropic/claude-sonnet-4-5,anthropic/claude-sonnet-4-5,1,EN,Pragmatic-Moderates,Q01,offen,Set1,Moderately sovereignty-affirming framing,Moderately sovereignty-affirming framing,50
anthropic-claude-sonnet-4-5_EN_Pragmatic-Moderates_Q01_W1_anthropic-claude-sonnet-4-5_Set2,anthropic-claude-sonnet-4-5_EN_Pragmatic-Moderates_Q01_W1,anthropic/claude-sonnet-4-5,anthropic/claude-sonnet-4-5,1,EN,Pragmatic-Moderates,Q01,offen,Set2,D,D,50
anthropic-claude-sonnet-4-5_EN_Pragmatic-Moderates_Q01_W1_anthropic-claude-sonnet-4-5_Set3,anthropic-claude-sonnet-4-5_EN_Pragmatic-Moderates_Q01_W1,anthropic/claude-sonnet-4-5,anthropic/claude-sonnet-4-5,1,EN,Pragmatic-Moderates,Q01,offen,Set3,4,4,50
