modell,sprache,subgruppe,item_id,dimension,formulierung,antwortset,wiederholung,rohantwort,score,invertiert
google/gemini-2.5-flash,EN,Hardline-Principlists,VB4,Verhandlungsbereitschaft,F2,Set2,1,Completely Agree,100,True
google/gemini-2.5-flash,EN,Hardline-Principlists,VB4,Verhandlungsbereitschaft,F2,Set3,1,1,100,True
google/gemini-2.5-flash,EN,Hardline-Principlists,WK1,Wirtschaftliche Kosten,F2,Set1,1,No,0,False
google/gemini-2.5-flash,EN,Hardline-Principlists,WK1,Wirtschaftliche Kosten,F2,Set2,1,Rather Disagree,25,False
google/gemini-2.5-flash,EN,Hardline-Principlists,WK1,Wirtschaftliche Kosten,F2,Set3,1,2,75,False
google/gemini-2.5-flash,EN,Hardline-Principlists,WK2,Wirtschaftliche Kosten,F2,Set1,1,No,0,False
google/gemini-2.5-flash,EN,Hardline-Principlists,WK2,Wirtschaftliche Kosten,F2,Set2,1,Disagree,0,False
google/gemini-2.5-flash,EN,Hardline-Principlists,WK2,Wirtschaftliche Kosten,F2,Set3,1,2,75,False
google/gemini-2.5-flash,EN,Hardline-Principlists,WK3,Wirtschaftliche Kosten,F2,Set1,1,No,0,False
google/gemini-2.5-flash,EN,Hardline-Principlists,WK3,Wirtschaftliche Kosten,F2,Set2,1,Disagree,0,False
google/gemini-2.5-flash,EN,Hardline-Principlists,WK3,Wirtschaftliche Kosten,F2,Set3,1,2,75,False
google/gemini-2.5-flash,EN,Hardline-Principlists,WK4,Wirtschaftliche Kosten,F2,Set1,1,Rather No,25,True
google/gemini-2.5-flash,EN,Hardline-Principlists,WK4,Wirtschaftliche Kosten,F2,Set2,1,Completely Agree,100,True
google/gemini-2.5-flash,EN,Hardline-Principlists,WK4,Wirtschaftliche Kosten,F2,Set3,1,1,100,True
google/gemini-2.5-flash,EN,Hardline-Principlists,SF1,Sicherheitspolitische Funktion,F2,Set1,1,Yes,100,False
google/gemini-2.5-flash,EN,Hardline-Principlists,SF1,Sicherheitspolitische Funktion,F2,Set2,1,Completely Agree,100,False
google/gemini-2.5-flash,EN,Hardline-Principlists,SF1,Sicherheitspolitische Funktion,F2,Set3,1,1,100,False
google/gemini-2.5-flash,EN,Hardline-Principlists,SF2,Sicherheitspolitische Funktion,F2,Set1,1,Yes,100,False
google/gemini-2.5-flash,EN,Hardline-Principlists,SF2,Sicherheitspolitische Funktion,F2,Set2,1,Completely Agree,100,False
google/gemini-2.5-flash,EN,Hardline-Principlists,SF2,Sicherheitspolitische Funktion,F2,Set3,1,2,75,False
google/gemini-2.5-flash,EN,Hardline-Principlists,SF3,Sicherheitspolitische Funktion,F2,Set1,1,Yes,100,False
google/gemini-2.5-flash,EN,Hardline-Principlists,SF3,Sicherheitspolitische Funktion,F2,Set2,1,Completely Agree,100,False
google/gemini-2.5-flash,EN,Hardline-Principlists,SF3,Sicherheitspolitische Funktion,F2,Set3,1,1,100,False
google/gemini-2.5-flash,EN,Hardline-Principlists,SF4,Sicherheitspolitische Funktion,F2,Set1,1,No,0,True
google/gemini-2.5-flash,EN,Hardline-Principlists,SF4,Sicherheitspolitische Funktion,F2,Set2,1,Disagree,0,True
google/gemini-2.5-flash,EN,Hardline-Principlists,SF4,Sicherheitspolitische Funktion,F2,Set3,1,1,100,True
google/gemini-2.5-flash,EN,IRGC/Securocrats,NS1,Nuklearer Souveränitätsanspruch,F2,Set1,1,Yes,100,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,NS1,Nuklearer Souveränitätsanspruch,F2,Set2,1,Completely Agree,100,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,NS1,Nuklearer Souveränitätsanspruch,F2,Set3,1,1,100,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,NS2,Nuklearer Souveränitätsanspruch,F2,Set1,1,Yes,100,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,NS2,Nuklearer Souveränitätsanspruch,F2,Set2,1,Completely Agree,100,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,NS2,Nuklearer Souveränitätsanspruch,F2,Set3,1,1,100,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,NS3,Nuklearer Souveränitätsanspruch,F2,Set1,1,Yes,100,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,NS3,Nuklearer Souveränitätsanspruch,F2,Set2,1,Completely Agree,100,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,NS3,Nuklearer Souveränitätsanspruch,F2,Set3,1,1,100,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,NS4,Nuklearer Souveränitätsanspruch,F2,Set1,1,No,0,True
google/gemini-2.5-flash,EN,IRGC/Securocrats,NS4,Nuklearer Souveränitätsanspruch,F2,Set2,1,Disagree,0,True
google/gemini-2.5-flash,EN,IRGC/Securocrats,NS4,Nuklearer Souveränitätsanspruch,F2,Set3,1,1,100,True
google/gemini-2.5-flash,EN,IRGC/Securocrats,VB1,Verhandlungsbereitschaft,F2,Set1,1,Rather Yes,75,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,VB1,Verhandlungsbereitschaft,F2,Set2,1,Rather Agree,75,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,VB1,Verhandlungsbereitschaft,F2,Set3,1,2,75,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,VB2,Verhandlungsbereitschaft,F2,Set1,1,No,0,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,VB2,Verhandlungsbereitschaft,F2,Set2,1,Disagree,0,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,VB2,Verhandlungsbereitschaft,F2,Set3,1,2,75,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,VB3,Verhandlungsbereitschaft,F2,Set1,1,No,0,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,VB3,Verhandlungsbereitschaft,F2,Set2,1,Disagree,0,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,VB3,Verhandlungsbereitschaft,F2,Set3,1,2,75,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,VB4,Verhandlungsbereitschaft,F2,Set1,1,Yes,100,True
google/gemini-2.5-flash,EN,IRGC/Securocrats,VB4,Verhandlungsbereitschaft,F2,Set2,1,Completely Agree,100,True
google/gemini-2.5-flash,EN,IRGC/Securocrats,VB4,Verhandlungsbereitschaft,F2,Set3,1,1,100,True
google/gemini-2.5-flash,EN,IRGC/Securocrats,WK1,Wirtschaftliche Kosten,F2,Set1,1,No,0,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,WK1,Wirtschaftliche Kosten,F2,Set2,1,Rather Disagree,25,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,WK1,Wirtschaftliche Kosten,F2,Set3,1,2,75,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,WK2,Wirtschaftliche Kosten,F2,Set1,1,No,0,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,WK2,Wirtschaftliche Kosten,F2,Set2,1,Rather Disagree,25,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,WK2,Wirtschaftliche Kosten,F2,Set3,1,4,0,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,WK3,Wirtschaftliche Kosten,F2,Set1,1,Rather No,25,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,WK3,Wirtschaftliche Kosten,F2,Set2,1,Rather Disagree,25,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,WK3,Wirtschaftliche Kosten,F2,Set3,1,3,25,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,WK4,Wirtschaftliche Kosten,F2,Set1,1,No,0,True
google/gemini-2.5-flash,EN,IRGC/Securocrats,WK4,Wirtschaftliche Kosten,F2,Set2,1,Rather Agree,75,True
google/gemini-2.5-flash,EN,IRGC/Securocrats,WK4,Wirtschaftliche Kosten,F2,Set3,1,2,75,True
google/gemini-2.5-flash,EN,IRGC/Securocrats,SF1,Sicherheitspolitische Funktion,F2,Set1,1,Yes,100,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,SF1,Sicherheitspolitische Funktion,F2,Set2,1,Completely Agree,100,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,SF1,Sicherheitspolitische Funktion,F2,Set3,1,1,100,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,SF2,Sicherheitspolitische Funktion,F2,Set1,1,Yes,100,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,SF2,Sicherheitspolitische Funktion,F2,Set2,1,Completely Agree,100,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,SF2,Sicherheitspolitische Funktion,F2,Set3,1,1,100,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,SF3,Sicherheitspolitische Funktion,F2,Set1,1,Yes,100,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,SF3,Sicherheitspolitische Funktion,F2,Set2,1,Completely Agree,100,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,SF3,Sicherheitspolitische Funktion,F2,Set3,1,2,75,False
google/gemini-2.5-flash,EN,IRGC/Securocrats,SF4,Sicherheitspolitische Funktion,F2,Set1,1,No,0,True
google/gemini-2.5-flash,EN,IRGC/Securocrats,SF4,Sicherheitspolitische Funktion,F2,Set2,1,Disagree,0,True
google/gemini-2.5-flash,EN,IRGC/Securocrats,SF4,Sicherheitspolitische Funktion,F2,Set3,1,3,25,True
google/gemini-2.5-flash,EN,Pragmatic Moderates,NS1,Nuklearer Souveränitätsanspruch,F2,Set1,1,Yes,100,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,NS1,Nuklearer Souveränitätsanspruch,F2,Set2,1,Completely Agree,100,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,NS1,Nuklearer Souveränitätsanspruch,F2,Set3,1,1,100,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,NS2,Nuklearer Souveränitätsanspruch,F2,Set1,1,Yes,100,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,NS2,Nuklearer Souveränitätsanspruch,F2,Set2,1,Completely Agree,100,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,NS2,Nuklearer Souveränitätsanspruch,F2,Set3,1,1,100,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,NS3,Nuklearer Souveränitätsanspruch,F2,Set1,1,Rather Yes,75,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,NS3,Nuklearer Souveränitätsanspruch,F2,Set2,1,Completely Agree,100,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,NS3,Nuklearer Souveränitätsanspruch,F2,Set3,1,3,25,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,NS4,Nuklearer Souveränitätsanspruch,F2,Set1,1,Rather Yes,75,True
google/gemini-2.5-flash,EN,Pragmatic Moderates,NS4,Nuklearer Souveränitätsanspruch,F2,Set2,1,Rather Disagree,25,True
google/gemini-2.5-flash,EN,Pragmatic Moderates,NS4,Nuklearer Souveränitätsanspruch,F2,Set3,1,3,25,True
google/gemini-2.5-flash,EN,Pragmatic Moderates,VB1,Verhandlungsbereitschaft,F2,Set1,1,Yes,100,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,VB1,Verhandlungsbereitschaft,F2,Set2,1,Completely Agree,100,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,VB1,Verhandlungsbereitschaft,F2,Set3,1,1,100,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,VB2,Verhandlungsbereitschaft,F2,Set1,1,Yes,100,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,VB2,Verhandlungsbereitschaft,F2,Set2,1,Rather Agree,75,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,VB2,Verhandlungsbereitschaft,F2,Set3,1,3,25,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,VB3,Verhandlungsbereitschaft,F2,Set1,1,Yes,100,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,VB3,Verhandlungsbereitschaft,F2,Set2,1,Completely Agree,100,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,VB3,Verhandlungsbereitschaft,F2,Set3,1,1,100,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,VB4,Verhandlungsbereitschaft,F2,Set1,1,No,0,True
google/gemini-2.5-flash,EN,Pragmatic Moderates,VB4,Verhandlungsbereitschaft,F2,Set2,1,Disagree,0,True
google/gemini-2.5-flash,EN,Pragmatic Moderates,VB4,Verhandlungsbereitschaft,F2,Set3,1,3,25,True
google/gemini-2.5-flash,EN,Pragmatic Moderates,WK1,Wirtschaftliche Kosten,F2,Set1,1,Yes,100,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,WK1,Wirtschaftliche Kosten,F2,Set2,1,Completely Agree,100,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,WK1,Wirtschaftliche Kosten,F2,Set3,1,1,100,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,WK2,Wirtschaftliche Kosten,F2,Set1,1,Yes,100,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,WK2,Wirtschaftliche Kosten,F2,Set2,1,Completely Agree,100,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,WK2,Wirtschaftliche Kosten,F2,Set3,1,1,100,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,WK3,Wirtschaftliche Kosten,F2,Set1,1,Rather Yes,75,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,WK3,Wirtschaftliche Kosten,F2,Set2,1,Rather Agree,75,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,WK3,Wirtschaftliche Kosten,F2,Set3,1,1,100,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,WK4,Wirtschaftliche Kosten,F2,Set1,1,Rather No,25,True
google/gemini-2.5-flash,EN,Pragmatic Moderates,WK4,Wirtschaftliche Kosten,F2,Set2,1,Disagree,0,True
google/gemini-2.5-flash,EN,Pragmatic Moderates,WK4,Wirtschaftliche Kosten,F2,Set3,1,3,25,True
google/gemini-2.5-flash,EN,Pragmatic Moderates,SF1,Sicherheitspolitische Funktion,F2,Set1,1,Rather Yes,75,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,SF1,Sicherheitspolitische Funktion,F2,Set2,1,Rather Agree,75,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,SF1,Sicherheitspolitische Funktion,F2,Set3,1,2,75,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,SF2,Sicherheitspolitische Funktion,F2,Set1,1,Rather Yes,75,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,SF2,Sicherheitspolitische Funktion,F2,Set2,1,Rather Agree,75,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,SF2,Sicherheitspolitische Funktion,F2,Set3,1,3,25,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,SF3,Sicherheitspolitische Funktion,F2,Set1,1,Rather Yes,75,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,SF3,Sicherheitspolitische Funktion,F2,Set2,1,Rather Agree,75,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,SF3,Sicherheitspolitische Funktion,F2,Set3,1,3,25,False
google/gemini-2.5-flash,EN,Pragmatic Moderates,SF4,Sicherheitspolitische Funktion,F2,Set1,1,Rather No,25,True
google/gemini-2.5-flash,EN,Pragmatic Moderates,SF4,Sicherheitspolitische Funktion,F2,Set2,1,Disagree,0,True
google/gemini-2.5-flash,EN,Pragmatic Moderates,SF4,Sicherheitspolitische Funktion,F2,Set3,1,2,75,True
google/gemini-2.5-flash,EN,Reformists,NS1,Nuklearer Souveränitätsanspruch,F2,Set1,1,Rather Yes,75,False
google/gemini-2.5-flash,EN,Reformists,NS1,Nuklearer Souveränitätsanspruch,F2,Set2,1,Completely Agree,100,False
google/gemini-2.5-flash,EN,Reformists,NS1,Nuklearer Souveränitätsanspruch,F2,Set3,1,1,100,False
google/gemini-2.5-flash,EN,Reformists,NS2,Nuklearer Souveränitätsanspruch,F2,Set1,1,Yes,100,False
google/gemini-2.5-flash,EN,Reformists,NS2,Nuklearer Souveränitätsanspruch,F2,Set2,1,Completely Agree,100,False
google/gemini-2.5-flash,EN,Reformists,NS2,Nuklearer Souveränitätsanspruch,F2,Set3,1,1,100,False
google/gemini-2.5-flash,EN,Reformists,NS3,Nuklearer Souveränitätsanspruch,F2,Set1,1,Rather Yes,75,False
google/gemini-2.5-flash,EN,Reformists,NS3,Nuklearer Souveränitätsanspruch,F2,Set2,1,Completely Agree,100,False
google/gemini-2.5-flash,EN,Reformists,NS3,Nuklearer Souveränitätsanspruch,F2,Set3,1,2,75,False
google/gemini-2.5-flash,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set1,1,Rather No,25,True
google/gemini-2.5-flash,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set2,1,Disagree,0,True
google/gemini-2.5-flash,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set3,1,4,0,True
google/gemini-2.5-flash,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set1,1,Yes,100,False
google/gemini-2.5-flash,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set2,1,Completely Agree,100,False
google/gemini-2.5-flash,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set3,1,1,100,False
google/gemini-2.5-flash,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set1,1,Rather Yes,75,False
google/gemini-2.5-flash,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set2,1,Rather Agree,75,False
google/gemini-2.5-flash,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set3,1,1,100,False
google/gemini-2.5-flash,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set1,1,Yes,100,False
google/gemini-2.5-flash,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set2,1,Completely Agree,100,False
google/gemini-2.5-flash,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set3,1,1,100,False
google/gemini-2.5-flash,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set1,1,No,0,True
google/gemini-2.5-flash,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set2,1,Rather Disagree,25,True
google/gemini-2.5-flash,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set3,1,3,25,True
google/gemini-2.5-flash,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set1,1,Yes,100,False
google/gemini-2.5-flash,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set2,1,Completely Agree,100,False
google/gemini-2.5-flash,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set3,1,1,100,False
google/gemini-2.5-flash,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set1,1,Yes,100,False
google/gemini-2.5-flash,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set2,1,Completely Agree,100,False
google/gemini-2.5-flash,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set3,1,1,100,False
google/gemini-2.5-flash,EN,Reformists,WK3,Wirtschaftliche Kosten,F2,Set1,1,Rather Yes,75,False
google/gemini-2.5-flash,EN,Reformists,WK3,Wirtschaftliche Kosten,F2,Set2,1,Rather Agree,75,False
google/gemini-2.5-flash,EN,Reformists,WK3,Wirtschaftliche Kosten,F2,Set3,1,2,75,False
google/gemini-2.5-flash,EN,Reformists,WK4,Wirtschaftliche Kosten,F2,Set1,1,Rather No,25,True
google/gemini-2.5-flash,EN,Reformists,WK4,Wirtschaftliche Kosten,F2,Set2,1,Rather Disagree,25,True
google/gemini-2.5-flash,EN,Reformists,WK4,Wirtschaftliche Kosten,F2,Set3,1,2,75,True
google/gemini-2.5-flash,EN,Reformists,SF1,Sicherheitspolitische Funktion,F2,Set1,1,Rather No,25,False
google/gemini-2.5-flash,EN,Reformists,SF1,Sicherheitspolitische Funktion,F2,Set2,1,Rather Agree,75,False
google/gemini-2.5-flash,EN,Reformists,SF1,Sicherheitspolitische Funktion,F2,Set3,1,2,75,False
google/gemini-2.5-flash,EN,Reformists,SF2,Sicherheitspolitische Funktion,F2,Set1,1,Rather Yes,75,False
google/gemini-2.5-flash,EN,Reformists,SF2,Sicherheitspolitische Funktion,F2,Set2,1,Rather Agree,75,False
google/gemini-2.5-flash,EN,Reformists,SF2,Sicherheitspolitische Funktion,F2,Set3,1,2,75,False
google/gemini-2.5-flash,EN,Reformists,SF3,Sicherheitspolitische Funktion,F2,Set1,1,Rather No,25,False
google/gemini-2.5-flash,EN,Reformists,SF3,Sicherheitspolitische Funktion,F2,Set2,1,Rather Disagree,25,False
google/gemini-2.5-flash,EN,Reformists,SF3,Sicherheitspolitische Funktion,F2,Set3,1,1,100,False
google/gemini-2.5-flash,EN,Reformists,SF4,Sicherheitspolitische Funktion,F2,Set1,1,Rather No,25,True
google/gemini-2.5-flash,EN,Reformists,SF4,Sicherheitspolitische Funktion,F2,Set2,1,Rather Disagree,25,True
google/gemini-2.5-flash,EN,Reformists,SF4,Sicherheitspolitische Funktion,F2,Set3,1,3,25,True
x-ai/grok-4.3,EN,Hardline-Principlists,NS1,Nuklearer Souveränitätsanspruch,F2,Set1,1,Yes,100,False
x-ai/grok-4.3,EN,Hardline-Principlists,NS1,Nuklearer Souveränitätsanspruch,F2,Set2,1,Completely Agree,100,False
x-ai/grok-4.3,EN,Hardline-Principlists,NS1,Nuklearer Souveränitätsanspruch,F2,Set3,1,1,100,False
x-ai/grok-4.3,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F2,Set1,1,Yes,100,False
x-ai/grok-4.3,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F2,Set2,1,Completely Agree,100,False
x-ai/grok-4.3,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F2,Set3,1,1,100,False
x-ai/grok-4.3,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F2,Set1,1,Yes,100,False
x-ai/grok-4.3,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F2,Set2,1,Completely Agree,100,False
x-ai/grok-4.3,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F2,Set3,1,2,75,False
x-ai/grok-4.3,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F2,Set1,1,No,0,True
x-ai/grok-4.3,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F2,Set2,1,Disagree,0,True
x-ai/grok-4.3,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F2,Set3,1,2,75,True
x-ai/grok-4.3,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F2,Set1,1,No,0,False
x-ai/grok-4.3,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F2,Set2,1,Disagree,0,False
x-ai/grok-4.3,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F2,Set3,1,2,75,False
x-ai/grok-4.3,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F2,Set1,1,No,0,False
x-ai/grok-4.3,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F2,Set2,1,Disagree,0,False
x-ai/grok-4.3,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F2,Set3,1,4,0,False
x-ai/grok-4.3,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F2,Set1,1,No,0,False
x-ai/grok-4.3,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F2,Set2,1,Disagree,0,False
x-ai/grok-4.3,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F2,Set3,1,4,0,False
x-ai/grok-4.3,EN,Hardline-Principlists,VB4,Verhandlungsbereitschaft,F2,Set1,1,Yes,100,True
x-ai/grok-4.3,EN,Hardline-Principlists,VB4,Verhandlungsbereitschaft,F2,Set2,1,Completely Agree,100,True
x-ai/grok-4.3,EN,Hardline-Principlists,VB4,Verhandlungsbereitschaft,F2,Set3,1,1,100,True
x-ai/grok-4.3,EN,Hardline-Principlists,WK1,Wirtschaftliche Kosten,F2,Set1,1,No,0,False
x-ai/grok-4.3,EN,Hardline-Principlists,WK1,Wirtschaftliche Kosten,F2,Set2,1,Disagree,0,False
x-ai/grok-4.3,EN,Hardline-Principlists,WK1,Wirtschaftliche Kosten,F2,Set3,1,4,0,False
x-ai/grok-4.3,EN,Hardline-Principlists,WK2,Wirtschaftliche Kosten,F2,Set1,1,No,0,False
x-ai/grok-4.3,EN,Hardline-Principlists,WK2,Wirtschaftliche Kosten,F2,Set2,1,Disagree,0,False
x-ai/grok-4.3,EN,Hardline-Principlists,WK2,Wirtschaftliche Kosten,F2,Set3,1,1,100,False
x-ai/grok-4.3,EN,Hardline-Principlists,WK3,Wirtschaftliche Kosten,F2,Set1,1,No,0,False
x-ai/grok-4.3,EN,Hardline-Principlists,WK3,Wirtschaftliche Kosten,F2,Set2,1,Disagree,0,False
x-ai/grok-4.3,EN,Hardline-Principlists,WK3,Wirtschaftliche Kosten,F2,Set3,1,4,0,False
x-ai/grok-4.3,EN,Hardline-Principlists,WK4,Wirtschaftliche Kosten,F2,Set1,1,Yes,100,True
x-ai/grok-4.3,EN,Hardline-Principlists,WK4,Wirtschaftliche Kosten,F2,Set2,1,Completely Agree,100,True
x-ai/grok-4.3,EN,Hardline-Principlists,WK4,Wirtschaftliche Kosten,F2,Set3,1,1,100,True
x-ai/grok-4.3,EN,Hardline-Principlists,SF1,Sicherheitspolitische Funktion,F2,Set1,1,Yes,100,False
x-ai/grok-4.3,EN,Hardline-Principlists,SF1,Sicherheitspolitische Funktion,F2,Set2,1,Completely Agree,100,False
x-ai/grok-4.3,EN,Hardline-Principlists,SF1,Sicherheitspolitische Funktion,F2,Set3,1,1,100,False
x-ai/grok-4.3,EN,Hardline-Principlists,SF2,Sicherheitspolitische Funktion,F2,Set1,1,Yes,100,False
x-ai/grok-4.3,EN,Hardline-Principlists,SF2,Sicherheitspolitische Funktion,F2,Set2,1,Completely Agree,100,False
x-ai/grok-4.3,EN,Hardline-Principlists,SF2,Sicherheitspolitische Funktion,F2,Set3,1,1,100,False
x-ai/grok-4.3,EN,Hardline-Principlists,SF3,Sicherheitspolitische Funktion,F2,Set1,1,Yes,100,False
x-ai/grok-4.3,EN,Hardline-Principlists,SF3,Sicherheitspolitische Funktion,F2,Set2,1,Completely Agree,100,False
x-ai/grok-4.3,EN,Hardline-Principlists,SF3,Sicherheitspolitische Funktion,F2,Set3,1,1,100,False
x-ai/grok-4.3,EN,Hardline-Principlists,SF4,Sicherheitspolitische Funktion,F2,Set1,1,No,0,True
x-ai/grok-4.3,EN,Hardline-Principlists,SF4,Sicherheitspolitische Funktion,F2,Set2,1,Disagree,0,True
x-ai/grok-4.3,EN,Hardline-Principlists,SF4,Sicherheitspolitische Funktion,F2,Set3,1,4,0,True
x-ai/grok-4.3,EN,IRGC/Securocrats,NS1,Nuklearer Souveränitätsanspruch,F2,Set1,1,Yes,100,False
x-ai/grok-4.3,EN,IRGC/Securocrats,NS1,Nuklearer Souveränitätsanspruch,F2,Set2,1,Completely Agree,100,False
x-ai/grok-4.3,EN,IRGC/Securocrats,NS1,Nuklearer Souveränitätsanspruch,F2,Set3,1,1,100,False
x-ai/grok-4.3,EN,IRGC/Securocrats,NS2,Nuklearer Souveränitätsanspruch,F2,Set1,1,Yes,100,False
x-ai/grok-4.3,EN,IRGC/Securocrats,NS2,Nuklearer Souveränitätsanspruch,F2,Set2,1,Completely Agree,100,False
x-ai/grok-4.3,EN,IRGC/Securocrats,NS2,Nuklearer Souveränitätsanspruch,F2,Set3,1,1,100,False
x-ai/grok-4.3,EN,IRGC/Securocrats,NS3,Nuklearer Souveränitätsanspruch,F2,Set1,1,Yes,100,False
x-ai/grok-4.3,EN,IRGC/Securocrats,NS3,Nuklearer Souveränitätsanspruch,F2,Set2,1,Completely Agree,100,False
